Time (s),X (in),Y (in)
100.752000,2.837101,0.233753
100.783000,2.845806,0.232736
100.816000,2.852592,0.233363
100.848000,2.858530,0.234066
100.896000,2.864320,0.238310
100.928000,2.862517,0.241424
100.959000,2.861007,0.242654
100.991000,2.863656,0.251655
101.023000,2.868508,0.249746
101.055000,2.856803,0.244909
101.088000,2.828316,0.252559
101.119000,2.796467,0.270179
101.151000,2.782449,0.284236
101.183000,2.772819,0.291665
101.216000,2.770534,0.288127
101.248000,2.774628,0.275718
101.296000,2.791572,0.267409
101.327000,2.825150,0.251951
101.359000,2.862372,0.251051
101.392000,2.882877,0.249581
101.424000,2.885206,0.260757
101.455000,2.884263,0.271000
101.488000,2.887424,0.280520
101.519000,2.888880,0.286885
101.551000,2.895535,0.287429
101.583000,2.893923,0.288158
101.616000,2.885482,0.295727
101.648000,2.867978,0.296817
101.695000,2.861761,0.297833
101.728000,2.866810,0.293809
101.759000,2.873946,0.289372
101.792000,2.864908,0.288297
101.823000,2.847711,0.294154
101.855000,2.828668,0.298365
101.888000,2.823317,0.301806
101.920000,2.829621,0.304674
101.951000,2.841988,0.304802
101.983000,2.836211,0.307336
102.016000,2.822289,0.314454
102.047000,2.818656,0.323866
102.095000,2.823618,0.323334
102.127000,2.837170,0.319912
102.159000,2.843874,0.317880
102.192000,2.830269,0.322041
102.224000,2.820125,0.331785
102.256000,2.818673,0.333297
102.288000,2.825661,0.327040
102.319000,2.837308,0.321865
102.352000,2.837145,0.324276
102.383000,2.825908,0.334310
102.415000,2.824762,0.341445
102.447000,2.834230,0.342508
102.496000,2.853454,0.345629
102.528000,2.865831,0.341188
102.560000,2.861822,0.348926
102.592000,2.856868,0.358047
102.623000,2.863788,0.356865
102.655000,2.878597,0.354913
102.687000,2.891685,0.350908
102.720000,2.892702,0.355375
102.751000,2.889926,0.359796
102.783000,2.894177,0.363173
102.816000,2.897696,0.358238
102.847000,2.902243,0.351901
102.895000,2.900901,0.356444
102.928000,2.894322,0.374681
102.959000,2.889733,0.380902
102.991000,2.892135,0.384501
103.023000,2.896492,0.383438
103.056000,2.892301,0.380823
103.088000,2.883108,0.384246
103.119000,2.879085,0.388033
103.151000,2.883724,0.387524
103.183000,2.889737,0.388724
103.216000,2.884152,0.388668
103.248000,2.876274,0.392949
103.296000,2.876472,0.395545
